	Cruise	position	Station	Type	Date	Time	Latitude	Longitude	cast	Niskin	Cast_Type	depth	Pressure	Density00	Density11	Sal11	SoundVel	SoundVel1	Oxygen_uM	Oxygen_V	Temperature	Conductivity	Conductivity1	BeamT	BeamAt	Fluorescence	Turbidity	UVP5	POC	PON	TOC	TOC_QF	TOC_sd	DOC	DOC_QF	DOC_sd	TN	TN_QF	TN_sd	TDN	TDN_QF	TDN_sd	NH4	NH4_sd	PO4	PO4_sd	SiO4	SiO4_sd	N_N	N_N_sd	NO2	NO2_sd	O2_Winkler	O2_Winkler_sd	Chl_a_Fluor	Phaeo_Fluor	T_a_Fluor	TChl_a	TChl_b	TChl_c	Alpha_beta_Car	But_fuco	Hex_fuco	Allo	Diadino	Diato	Fuco	Perid	Zea	MV_Chl_a	DV_Chl_a	Chlide_a	MV_Chl_b	DV_Chl_b	Chl_c2	Chl_c3	Lut	Neo	Viola	Phytin_a	Phide_a	Pras	Gyro	TChl	PPC	PSC	PSP	TCar	TAcc	TPg	DP	TAcc_Tchla	PSC_TCar	PPC_TCar	TChl_TCar	PPC_Tpg	PSP_TPg	TChla_TPg	BactProd	BactProd_QF	BactProd_sd	BactAbund	BactAbund_QF	BactAbund_sd	PhytoC	NPP	Pro_Influx	Syn_Influx	Pico_Influx	Nano_Influx	TPhyto	Nano	Pico	TPhyto_Sytox	Nano_Sytox	Pico_Sytox	TPhyto_ROS	Nano_ROS	Pico_ROS	Z_MLD	Z_XML	N2	Eddy	Eddy_Loc	Eddy_Polarity	Eddy_Retention	Subregion	MSLA	SLA_std	DMS	EZD	EZD_Morel	Vitamins
N4S4-50_S67	AT39-6	59	4	Cast	4/1/18	8:40	44.457	-38.285	morning	17	Deep	50	51.317	1027.0844	1027.0893	35.6608	1502.55	1502.55	5.41	2.2706	13.2196	4.189065	4.189563	98.9976		0.6918	0.0428	5.3719045						54.8	2	0.9							1.329458182		0.489985607		3.016388523		6.512115653		0.1984522		5.702333333	0.01106044				0.45	0.076	0.1	0.023	0.032	0.096	0.02	0.014		0.053	0.004	0.018	0.447		0.003	0.076		0.05	0.05		0.008	0.006	0.003	0.012	0.022		0.626	0.075	0.185	0.811	0.26	0.436	0.886	0.299	0.97	0.71	0.29	2.41	0.08	0.92	0.51	6.44	2	0.288	7.15	2	0.48			0	32000000	8930000	1370000													N				Subtropical			1.57		40	no
N4S4-75_S68	AT39-6	60	4	Cast	4/1/18	8:40	44.457	-38.285	morning	15	Deep	75	77.072	1027.1997	1027.2049	35.6437	1502.72	1502.73	5.399	2.2585	13.1513	4.181437	4.182204	99.175		0.5452	0.0422	5.3619371						53.4	2	0.4							1.379298179	0.019736977	0.44246913		3.050635458	0.01614416	6.729049678		0.2296092	0.018883994	5.686333333	0.00321455				0.425	0.072	0.096	0.021	0.031	0.091	0.02	0.013		0.052	0.004	0.015	0.421		0.004	0.072		0.048	0.048		0.008	0.006	0.003	0.01	0.021		0.593	0.069	0.178	0.771	0.247	0.415	0.84	0.285	0.98	0.72	0.28	2.4	0.08	0.92	0.51	6.02	2	0.55	7.12	2	0.89			0	31900000	8870000	1400000													N				Subtropical			1.57		40	yes
N4S4-100_S69	AT39-6	61	4	Cast	4/1/18	8:40	44.457	-38.285	morning	13	Deep	100	101.161	1027.3093	1027.3151	35.5899	1502.35	1502.34	5.4005	2.2452	12.9335	4.155843	4.15622	99.5887		0.4125	0.0438	5.3719045						53.7	2	1.6							1.324475398	0.032419757	0.326383963	0.007529393	3.056343281	0.00807208	6.912627691		0.2705584	0.020142927	5.705666667	0.022030282				0.273	0.052	0.063	0.014	0.022	0.059	0.01	0.008		0.036	0.002	0.011	0.271		0.002	0.052		0.03	0.033		0.005	0.004	0.002	0.013	0.016		0.388	0.043	0.119	0.507	0.162	0.277	0.55	0.192	1.01	0.73	0.27	2.4	0.08	0.92	0.5	4.77	2	1.05	5.68	2	0.42			0	26200000	7870000	1360000													N				Subtropical			1.57		40	no
N4S4-150_S70	AT39-6	62	4	Cast	4/1/18	8:40	44.457	-38.285	morning	11	Deep	150	152.374	1027.5525	1027.5575	35.5447	1502.32	1502.33	5.3404	2.2053	12.6907	4.129494	4.129988	100.11		0.1875	0.0248	5.3669208						54.6	2	0.9							1.343412557		0.36896442	0.026049385	3.301779648		7.56809567		0.3159586		5.615333333	0.009073772																																													4.22	2	0.505	6.04	2	0.37			0	19000000	4900000	558000													N				Subtropical			1.57		40	yes
N4S4-200_S71	AT39-6	63	4	Cast	4/1/18	8:40	44.457	-38.285	morning	9	Deep	200	202.774	1027.8208	1027.8257	35.639	1503.74	1503.75	5.2274	2.1646	12.8353	4.155492	4.156278	100.4467		0.0471	0.0221	5.3968229						52.4	2	0.9							1.303544449		0.530114157		3.678495932		8.352966507		0.2126954		5.553333333	0.063010581																																													2.4	2	0.436	3.97	2	0.24			0	11300000	2400000	426000													N				Subtropical			1.57		40	no
N4S4-300_S72	AT39-6	64	4	Cast	4/1/18	8:40	44.457	-38.285	morning	7	Deep	300	303.11	1028.3343	1028.3387	35.7843	1506.31	1506.32	5.1864	2.14	13.0551	4.196905	4.197633	100.8225		-0.0236	0.0135	5.3669208						52.2	2	0.7							1.389266716		0.267513466		3.678495932	0.03228832	8.524238051		0.1334676		5.478	0.004582576																																													1.16	2	0.0458	3.12	2	0.37			0	6890000	1150000	190000													N				Subtropical			1.57		40	yes
N4tr23_S21	AT39-6		S2RD	Cast	4/3/18	16:15	39.889	-39.8	afternoon	FT	Flow-through	1				36.417					17.9													61		1.7							1.490965597		0.156974663		1.121391457		0.733344415		0.1583932				0.576812267	0.21505058	0.791862847																																										50.93	2	2.1	9.75	2	0.42		36					3090	2463	627	46	42	58	1543	1833	385				N				Subtropical			9.5	43.74301333		no
N4S2rdML1_S82	AT39-6		S2RD	ML	4/3/18	15:15	39.889	-39.8	afternoon	ML	Microlayer	0.1				-9999					-9999										108.5		2	111.6		2.1							1.8840907		0.250573405		1.269794842		2.25471512		0.2402916																																																1.98	2	0.25	11.01	2	0.54																			N				Subtropical			9.5	43.74301333		no
N4tr24_S22	AT39-6		S2RD	Cast	4/4/18	6:00	40.113	-39.97	morning	FT	Flow-through	1				36.422					18													75.7		22.9							1.471022221		0.103123115		1.045477418	0.055697352	1.535537766		0.2750094				0.649391294	0.256613945	0.906005239																																										34.99	2	0.0646	6.3	2	0.64																			N				Subtropical			9.5			yes
N4tr25_S23	AT39-6		S2RD	Cast	4/4/18	14:31	40.103	-39.976	afternoon	FT	Flow-through	1				36.227					17.4													57.2		1.7							1.502932189		0.182434157		1.051756023		1.500586972		0.2029032				0.477493598	0.240215255	0.717708853																																										36.17	2	4.63	6.85	2	0.42			553000	18000000	8550000	1730000													N				Subtropical			9.5			no
N4tr26_S24	AT39-6		S2RF	Cast	4/5/18	7:00	39.187	-40.122	morning	FT	Flow-through	1				36.446					18.1													59.3		2							1.579111784		0.225386083		0.995977043		1.95193577		0.4807796																																																34.4	2	0.862	7.79	2	0.46			905000	16700000	4750000	1570000	3030	2343	672	29	25	30	1723	6595	484				N				Subtropical			4.55			no
N4S2rFML1_S83	AT39-6		S2RF	ML	4/5/18	11:30	39.194	-40.114	afternoon	ML	Microlayer	0.1				-9999					-9999										104.7		2.3	100.9		5.5							1.895443768	0.03511516	0.279081711		1.152263173		3.064606077		0.5775908																																																3.63	2	0.263	6.6	2	0.5																			N				Subtropical			4.55			no
N4tr27_S25	AT39-6		S2RF	Cast	4/5/18	16:01	39.216	-40.087	afternoon	FT	Flow-through	1				36.474					18.2													59.8		0.1							1.6785986		0.226153288		0.99482788		2.112409823		0.3597656																																																43.55	2	2.98	7.75	2	0.45																			N				Subtropical			4.55			no
N4S2rFML2_S84	AT39-6		S2RF	ML	4/5/18	15:30	39.216	-40.087	afternoon	ML	Microlayer	0.1				-9999					-9999										99.9		2.3	104.2		0.9							1.866098256		0.256071459		1.081015085		2.673710189		0.3956216																																																6.32	2	0.42	7.52	2	0.56			1510000	23200000	3880000	1720000													N				Subtropical			4.55			no
N4S4-a_S63	AT39-6		4	transect						FT	Flow-through	5				35.877					15.1																																																																																																																no
N4SLB-neg_S73	AT39-6		-9999	blank	-9999	-9999	-9999	-9999	-9999	SLB	SLB	-9999				-9999					-9999																																																																																																																no
N4S4-b_S64	AT39-6		4	transect						FT	Flow-through	5				24.7					15																																																																																																																no
N4tr1_S1	AT39-6		-999	transect	3/20/18	16:35	19.2363	-66.0552	afternoon	FT	Flow-through	5				36.542					26.8																																																																																																																no
N4tr10_S10	AT39-6		-999	transect	3/24/18	9:10	31.4038	-53.1841	morning	FT	Flow-through	5				36.755					21.1																																																																																																																no
N4tr11_S11	AT39-6		-999	transect	3/24/18	12:16	32.0261	-52.6172	afternoon	FT	Flow-through	5				36.767					21																																																																																																																no
N4tr12_S12	AT39-6		-999	transect	3/24/18	15:00	NA	NA	afternoon	FT	Flow-through	5				-9999					-9999																																																																																																																no
N4tr13	AT39-6		-999	transect	-9999	-9999	-9999	-9999	-9999	FT	Flow-through	5				36.666					20.1																																																																																																																no
N4tr14	AT39-6		-999	transect	-9999	-9999	-9999	-9999	-9999	FT	Flow-through	5				36.589					19.6																																																																																																																no
N4tr15_S13	AT39-6		-999	transect	3/25/18	14:25	35.6525	-48.1436	afternoon	FT	Flow-through	5				36.608					19.7																																																																																																																no
N4tr16_S14	AT39-6		-999	transect	3/26/18	8:07	37.7813	-45.6325	morning	FT	Flow-through	5				36.623					18.3																																																																																																																no
N4tr17_S15	AT39-6		-999	transect	3/26/18	11:22	38.0094	-45.2252	morning	FT	Flow-through	5				36.673					20.3																																																																																																																no
N4tr18_S16	AT39-6		-999	transect	3/26/18	14:50	38.328	-44.9655	afternoon	FT	Flow-through	5				36.548					19.3																																																																																																																no
N4tr19_S17	AT39-6		-999	transect	3/29/18	10:35	41.875	-42.3794	morning	FT	Flow-through	5				36.574					18.7																																																																																																																no
N4tr2_S2	AT39-6		-999	transect	3/20/18	19:01	19.47	-66.0552	afternoon	FT	Flow-through	5				36.548					26.8																																																																																																																no
N4tr20_S18	AT39-6		-999	transect	4/2/18	20:54	42.4866	-40.4827	afternoon	FT	Flow-through	5				34.825					12.8																																																																																																																no
N4tr21_S19	AT39-6		-999	transect	4/3/18	8:05	40.398	-40.1455	morning	FT	Flow-through	5				36.307					17.8																																																																																																																no
N4tr22_S20	AT39-6		-999	transect	4/3/18	16:20	39.9766	-40.0544	afternoon	FT	Flow-through	5				36.236					17.8																																																																																																																yes
N4tr3_S3	AT39-6		-999	transect	3/21/18	16:48	22.7586	-63.4127	afternoon	FT	Flow-through	5				36.826					26.1																																																																																																																no
N4tr4_S4	AT39-6		-999	transect	3/22/18	12:32	25.425	-60.5563	afternoon	FT	Flow-through	5				37.091					24.6																																																																																																																no
N4tr5_S5	AT39-6		-999	transect	3/22/18	15:56	25.8052	-59.9944	afternoon	FT	Flow-through	5				36.944					24.8																																																																																																																no
N4tr6_S6	AT39-6		-999	transect	3/23/18	9:22	28.0638	-57.2308	morning	FT	Flow-through	5				37.073					23.6																																																																																																																no
N4tr7_S7	AT39-6		-999	transect	3/23/18	12:30	28.6366	-56.7633	afternoon	FT	Flow-through	5				37.111					23.5																																																																																																																no
N4tr8_S8	AT39-6		-999	transect	3/23/18	16:25	29.2386	-56.1344	afternoon	FT	Flow-through	5				36.884					22.5																																																																																																																no
N4tr9_S9	AT39-6		-999	transect	3/24/18	8:05	31.46	-53.5866	morning	FT	Flow-through	5				36.741					21.2																																																																																																																no
N4TrE1_S75	AT39-6		-999	transect	4/2/18	4:17	43.7452	-40.0797	morning	FT	Flow-through	5				36.322					17.4																																																																																																																no
N4TrE2_S76	AT39-6		-999	transect	4/2/18	7:55	43.1636	-40.6283	morning	FT	Flow-through	5				35.919					15.9																																																																																																																no
N4TrE3_S77	AT39-6		-999	transect	4/2/18	9:15	42.9516	-40.4952	morning	FT	Flow-through	5				35.034					13.5																																																																																																																no
N4TrE4_S78	AT39-6		-999	transect	4/2/18	10:27	42.8633	-40.55	morning	FT	Flow-through	5				34.991					13.2																																																																																																																no
N4TrE5_S79	AT39-6		-999	transect	4/2/18	11:25	43.0725	-40.6072	morning	FT	Flow-through	5				34.944					13.2																																																																																																																no
N4TrE6_S80	AT39-6		-999	transect	4/2/18	12:19	42.9461	-40.3277	afternoon	FT	Flow-through	5				35.292					13.6																																																																																																																no
N4TrE7_S81	AT39-6		-999	transect	4/2/18	14:26	43.1647	-40.3677	afternoon	FT	Flow-through	5				35.826					15.4																																																																																																																no
N4WE1_S89	AT39-6		-999	transect	4/6/18	3:43	39.5008	-40.8733	afternoon	FT	Flow-through	5				36.315					18.2																																																																																																																yes
N4WE10_S98	AT39-6		-999	transect	4/7/18	11:31	40.868	-47.8744	morning	FT	Flow-through	5				36.167					17.2																																																																																																																yes
N4WE11_S99	AT39-6		-999	transect	4/7/18	14:22	41.07	-48.6675	afternoon	FT	Flow-through	5				36.557					18.6																																																																																																																no
N4WE12_S100	AT39-6		-999	transect	4/7/18	16:43	41.1602	-49.0991	afternoon	FT	Flow-through	5				36.583					18.9																																																																																																																no
N4WE13_S101	AT39-6		-999	transect	4/7/18	20:18	41.6227	-49.7952	afternoon	FT	Flow-through	5				36.239					17.5																																																																																																																yes
N4WE14_S102	AT39-6		-999	transect	4/7/18	23:34	41.9966	-50.5341	afternoon	FT	Flow-through	5				35.618					15.3																																																																																																																no
N4WE15_S103	AT39-6		-999	transect	4/8/18	5:30	42.3655	-51.6707	morning	FT	Flow-through	5				36.178					16.6																																																																																																																yes
N4WE16_S104	AT39-6		-999	transect	4/8/18	10:20	42.5558	-52.5366	morning	FT	Flow-through	5				35.56					15.1																																																																																																																yes
N4WE17_S105	AT39-6		-999	transect	4/8/18	12:32	42.3691	-52.9216	afternoon	FT	Flow-through	5				35.587					15.1																																																																																																																yes
N4WE18_S106	AT39-6		-999	transect	4/8/18	15:37	42.4372	-53.5188	afternoon	FT	Flow-through	5				32.933					8.6																																																																																																																no
N4WE19_S107	AT39-6		-999	transect	4/8/18	18:36	42.4783	-54.2705	afternoon	FT	Flow-through	5				32.559					6.1																																																																																																																no
N4WE2_S90	AT39-6		-999	transect	4/6/18	6:45	39.3938	-41.6752	morning	FT	Flow-through	5				36.329					17.5																																																																																																																no
N4WE20_S108	AT39-6		-999	transect	4/8/18	21:26	42.6333	-54.8208	afternoon	FT	Flow-through	5				32.931					7.1																																																																																																																yes
N4WE21_S109	AT39-6		-999	transect	4/9/18	0:18	42.4666	-55.4524	morning	FT	Flow-through	5				32.7					6.1																																																																																																																no
N4WE22_S110	AT39-6		-999	transect	4/9/18	9:21	42.2666	-55.6783	morning	FT	Flow-through	5				35.493					14.1																																																																																																																no
N4WE23_S111	AT39-6		-999	transect	4/9/18	12:33	52.1966	-55.8022	afternoon	FT	Flow-through	5				35.458					13.9																																																																																																																yes
N4WE24_S112	AT39-6		-999	transect	4/9/18	18:31	42.0122	-56.3875	afternoon	FT	Flow-through	5				35.24					13.5																																																																																																																no
N4WE25_S113	AT39-6		-999	transect	4/10/18	0:24	42.13	-57.1316	morning	FT	Flow-through	5				35.74					15.4																																																																																																																no
N4WE26_S114	AT39-6		-999	transect	4/10/18	12:39	42.1627	-59.1844	afternoon	FT	Flow-through	5				35.138					12.7																																																																																																																yes
N4WE27_S115	AT39-6		-999	transect	4/10/18	14:26	42.2388	-59.5691	afternoon	FT	Flow-through	5				35.621					14.4																																																																																																																no
N4WE28_S116	AT39-6		-999	transect	4/10/18	17:38	42.1747	-60.135	afternoon	FT	Flow-through	5				35.572					14																																																																																																																yes
N4WE29_S117	AT39-6		-999	transect	4/10/18	22:33	41.822	-62.2686	afternoon	FT	Flow-through	5				35.269					12.6																																																																																																																yes
N4WE3_S91	AT39-6		-999	transect	4/6/18	9:23	39.4127	-41.9872	morning	FT	Flow-through	5				36.21					17.2																																																																																																																yes
N4WE30_S118	AT39-6		-999	transect	4/11/18	1:37	42.0822	-61.5794	morning	FT	Flow-through	5				35.837					14.8																																																																																																																yes
N4WE31_S119	AT39-6		-999	transect	4/11/18	6:28	41.4861	-63.5666	morning	FT	Flow-through	5				35.669					13.9																																																																																																																yes
N4WE32_S120	AT39-6		-999	transect	4/11/18	10:24	41.2416	-64.6016	morning	FT	Flow-through	5				35.418					13.1																																																																																																																no
N4WE33_S121	AT39-6		-999	transect	4/11/18	12:38	41.0736	-65.3538	afternoon	FT	Flow-through	5				34.299					10.2																																																																																																																yes
N4WE34_S122	AT39-6		-999	transect	4/11/18	13:33	41.1833	-65.6394	afternoon	FT	Flow-through	5				35.897					6.1																																																																																																																yes
N4WE35_S123	AT39-6		-999	transect	4/11/18	16:30	41.0716	-66.2791	afternoon	FT	Flow-through	5				35.64					6.9																																																																																																																no
N4WE36_S124	AT39-6		-999	transect	4/11/18	19:29	40.9044	-67.1288	afternoon	FT	Flow-through	5				35.64					11.3																																																																																																																yes
N4WE37_S125	AT39-6		-999	transect	4/11/18	19:57	40.6891	-67.1658	afternoon	FT	Flow-through	5				34.039					27.4																																																																																																																no
N4WE4_S92	AT39-6		-999	transect	4/6/18	12:18	39.444	-42.8302	afternoon	FT	Flow-through	5				36.497					18.1																																																																																																																yes
N4WE5_S93	AT39-6		-999	transect	4/6/18	15:32	39.6038	-43.3905	afternoon	FT	Flow-through	5				36.524					18.4																																																																																																																no
N4WE6_S94	AT39-6		-999	transect	4/6/18	18:15	39.795	-44.0711	afternoon	FT	Flow-through	5				36.482					18.3																																																																																																																yes
N4WE7_S95	AT39-6		-999	transect	4/6/18	23:47	40.1302	-44.9297	afternoon	FT	Flow-through	5				34.997					14.9																																																																																																																no
N4WE8_S96	AT39-6		-999	transect	4/7/18	4:50	40.3416	-46.2238	morning	FT	Flow-through	5				34.312					12.5																																																																																																																yes
N4WE9_S97	AT39-6		-999	transect	4/7/18	9:19	40.6058	-47.433	morning	FT	Flow-through	5				36.302					17.4																																																																																																																yes
